sample_index,timestamp_ms,ax_raw,ay_raw,az_raw
113562,1135633,968,16348,-4642
113563,1135643,976,16300,-4556
113564,1135653,1014,16284,-4466
113565,1135663,924,16328,-4478
113566,1135673,936,16358,-4598
113567,1135683,1002,16296,-4520
113568,1135693,940,16276,-4542
113569,1135703,896,16322,-4452
113570,1135713,1030,16302,-4534
113571,1135723,952,16298,-4460
113572,1135733,1038,16380,-4608
113573,1135743,878,16340,-4538
113574,1135753,984,16332,-4510
113575,1135763,968,16282,-4480
113576,1135773,1036,16334,-4536
113577,1135783,1018,16378,-4482
113578,1135793,980,16420,-4642
113579,1135803,994,16408,-4478
113580,1135813,1000,16302,-4444
113581,1135823,1012,16300,-4486
113582,1135833,1016,16264,-4536
113583,1135843,1030,16372,-4610
113584,1135853,956,16302,-4458
113585,1135863,1006,16252,-4456
113586,1135873,1030,16252,-4508
113587,1135883,966,16262,-4420
113588,1135893,978,16362,-4566
113589,1135903,946,16364,-4524
113590,1135913,980,16352,-4586
113591,1135923,944,16360,-4510
113592,1135933,984,16304,-4398
113593,1135943,944,16262,-4546
113594,1135953,996,16336,-4456
113595,1135963,944,16290,-4494
113596,1135973,948,16364,-4510
113597,1135983,1046,16334,-4568
113598,1135993,946,16352,-4512
113599,1136003,992,16314,-4424
113600,1136013,972,16316,-4548
113601,1136023,942,16320,-4544
113602,1136033,992,16282,-4452
113603,1136043,1014,16330,-4552
113604,1136053,988,16288,-4412
113605,1136063,980,16306,-4556
113606,1136073,1018,16310,-4406
113607,1136083,1002,16300,-4484
113608,1136093,978,16344,-4476
113609,1136103,976,16342,-4468
113610,1136113,980,16314,-4412
113611,1136123,948,16322,-4486
113612,1136133,950,16282,-4492
113613,1136143,982,16286,-4464
113614,1136153,986,16356,-4420
113615,1136163,1006,16266,-4450
113616,1136173,966,16294,-4452
113617,1136183,966,16306,-4486
113618,1136193,972,16364,-4534
113619,1136203,988,16370,-4666
113620,1136213,942,16382,-4656
113621,1136223,1042,16308,-4596
113622,1136233,984,16324,-4536
113623,1136243,996,16322,-4508
113624,1136253,908,16312,-4548
113625,1136263,960,16312,-4598
113626,1136273,950,16342,-4474
113627,1136283,956,16256,-4492
113628,1136293,998,16302,-4546
113629,1136303,1002,16362,-4502
113630,1136313,966,16326,-4542
113631,1136323,950,16306,-4572
113632,1136333,982,16312,-4532
113633,1136343,1004,16296,-4358
113634,1136353,988,16318,-4578
113635,1136363,1016,16342,-4656
113636,1136373,954,16306,-4484
113637,1136383,994,16300,-4556
113638,1136393,926,16290,-4502
113639,1136403,958,16336,-4412
113640,1136413,1046,16346,-4548
113641,1136423,1024,16322,-4496
113642,1136433,914,16328,-4636
113643,1136443,974,16318,-4568
113644,1136453,952,16316,-4408
113645,1136463,976,16332,-4514
113646,1136473,972,16338,-4542
113647,1136483,954,16300,-4602
113648,1136493,960,16332,-4420
113649,1136503,1012,16342,-4526
113650,1136513,974,16344,-4564
113651,1136523,946,16290,-4408
113652,1136533,982,16278,-4494
113653,1136543,1002,16332,-4538
113654,1136553,966,16332,-4530
113655,1136563,976,16356,-4576
113656,1136573,954,16264,-4576
113657,1136583,952,16298,-4384
113658,1136593,1022,16300,-4446
113659,1136603,1012,16358,-4356
113660,1136613,964,16296,-4538
113661,1136623,976,16324,-4598
113662,1136633,988,16324,-4570
113663,1136643,990,16396,-4538
113664,1136653,954,16388,-4476
113665,1136663,1006,16274,-4444
113666,1136673,1000,16246,-4430
113667,1136683,972,16342,-4464
113668,1136693,1014,16334,-4474
113669,1136703,976,16376,-4636
113670,1136713,928,16372,-4614
113671,1136723,998,16358,-4606
113672,1136733,988,16302,-4384
113673,1136743,980,16328,-4530
113674,1136753,992,16326,-4468
113675,1136763,972,16366,-4542
113676,1136773,966,16346,-4502
113677,1136783,990,16336,-4538
113678,1136793,914,16340,-4522
113679,1136803,1024,16276,-4596
113680,1136813,962,16302,-4434
113681,1136823,962,16294,-4568
113682,1136833,940,16366,-4468
113683,1136843,996,16370,-4506
113684,1136853,998,16306,-4470
113685,1136863,938,16370,-4504
113686,1136873,966,16332,-4544
113687,1136883,958,16310,-4576
113688,1136893,990,16256,-4362
113689,1136903,980,16342,-4538
113690,1136913,1050,16310,-4452
113691,1136923,1036,16378,-4464
113692,1136933,950,16384,-4598
113693,1136943,930,16336,-4542
113694,1136953,960,16278,-4432
113695,1136963,984,16302,-4470
113696,1136973,984,16298,-4556
113697,1136983,1002,16342,-4506
113698,1136993,958,16340,-4570
113699,1137003,992,16362,-4538
113700,1137013,998,16346,-4452
113701,1137023,978,16354,-4512
113702,1137033,1046,16294,-4408
113703,1137043,984,16284,-4486
113704,1137053,992,16322,-4416
113705,1137063,1004,16324,-4596
113706,1137073,940,16336,-4574
113707,1137083,974,16350,-4550
113708,1137093,990,16330,-4622
113709,1137103,1016,16310,-4560
113710,1137113,1006,16324,-4426
113711,1137123,958,16300,-4480
113712,1137133,1006,16292,-4622
113713,1137143,948,16316,-4478
113714,1137153,996,16334,-4522
113715,1137163,936,16356,-4588
113716,1137173,920,16356,-4664
113717,1137183,986,16352,-4560
113718,1137193,982,16308,-4458
113719,1137203,992,16290,-4494
113720,1137213,998,16302,-4634
113721,1137223,984,16314,-4428
113722,1137233,1022,16308,-4484
113723,1137243,1040,16310,-4506
113724,1137253,1038,16352,-4538
113725,1137263,1014,16298,-4464
113726,1137273,974,16334,-4536
113727,1137283,948,16352,-4554
113728,1137293,944,16356,-4604
113729,1137303,1010,16342,-4542
113730,1137313,972,16328,-4472
113731,1137323,966,16270,-4516
113732,1137333,906,16334,-4422
113733,1137343,960,16292,-4420
113734,1137353,964,16314,-4712
113735,1137363,906,16304,-4484
113736,1137373,1020,16366,-4464
113737,1137383,1006,16316,-4500
113738,1137393,980,16338,-4566
113739,1137403,1020,16340,-4460
113740,1137413,978,16290,-4492
113741,1137423,970,16340,-4520
113742,1137433,1034,16368,-4530
113743,1137443,1006,16368,-4508
113744,1137453,996,16314,-4516
113745,1137463,994,16334,-4574
113746,1137473,1014,16298,-4492
113747,1137483,1016,16288,-4460
113748,1137493,1004,16290,-4432
113749,1137503,988,16344,-4526
113750,1137513,992,16340,-4552
113751,1137523,980,16352,-4524
113752,1137533,990,16320,-4606
113753,1137543,954,16328,-4404
113754,1137553,1004,16346,-4612
113755,1137563,962,16290,-4472
113756,1137573,1008,16298,-4440
113757,1137583,966,16358,-4498
113758,1137593,974,16346,-4460
113759,1137603,936,16330,-4580
113760,1137613,940,16314,-4538
113761,1137623,1016,16308,-4540
113762,1137633,966,16294,-4398
113763,1137643,972,16312,-4498
113764,1137653,976,16298,-4500
113765,1137663,1066,16342,-4598
113766,1137673,1032,16360,-4558
113767,1137683,992,16300,-4510
113768,1137693,1072,16382,-4526
113769,1137703,1102,16270,-4480
113770,1137713,986,16344,-4520
113771,1137723,932,16322,-4606
113772,1137733,984,16320,-4508
113773,1137743,1032,16332,-4544
113774,1137753,982,16364,-4550
113775,1137763,1058,16324,-4626
113776,1137773,986,16338,-4532
113777,1137783,972,16332,-4436
113778,1137793,1030,16316,-4504
113779,1137803,998,16336,-4470
