sample_index,timestamp_ms,ax_raw,ay_raw,az_raw
132410,1324113,1864,-16236,-3698
132411,1324123,1754,-16270,-3716
132412,1324133,1674,-16344,-3738
132413,1324143,1606,-16326,-3734
132414,1324153,1832,-16262,-3724
132415,1324163,1850,-16250,-3790
132416,1324173,1862,-16172,-3768
132417,1324183,1746,-16278,-3752
132418,1324193,1612,-16272,-3744
132419,1324203,1700,-16298,-3742
132420,1324213,1720,-16320,-3666
132421,1324223,1744,-16286,-3740
132422,1324233,1700,-16286,-3782
132423,1324243,1832,-16256,-3808
132424,1324253,1680,-16298,-3732
132425,1324263,1768,-16252,-3698
132426,1324273,1776,-16336,-3790
132427,1324283,1740,-16260,-3756
132428,1324293,1798,-16232,-3790
132429,1324303,1610,-16350,-3772
132430,1324313,1602,-16268,-3760
132431,1324323,1864,-16200,-3768
132432,1324333,1808,-16270,-3770
132433,1324343,1776,-16288,-3712
132434,1324353,1744,-16260,-3770
132435,1324363,1660,-16326,-3786
132436,1324373,1694,-16320,-3696
132437,1324383,1790,-16220,-3714
132438,1324393,1656,-16304,-3714
132439,1324403,1728,-16266,-3734
132440,1324413,1588,-16322,-3738
132441,1324423,1794,-16308,-3738
132442,1324433,1850,-16266,-3758
132443,1324443,1642,-16310,-3778
132444,1324453,1846,-16278,-3752
132445,1324463,1698,-16282,-3698
132446,1324473,1852,-16252,-3646
132447,1324483,1696,-16272,-3748
132448,1324493,1664,-16276,-3780
132449,1324503,1750,-16250,-3770
132450,1324513,1814,-16246,-3758
132451,1324523,1650,-16286,-3704
132452,1324533,1820,-16258,-3792
132453,1324543,1824,-16230,-3722
132454,1324553,1796,-16260,-3758
132455,1324563,1858,-16272,-3650
132456,1324573,1660,-16264,-3778
132457,1324583,1778,-16262,-3728
132458,1324593,1816,-16242,-3752
132459,1324603,1878,-16192,-3698
132460,1324613,1732,-16226,-3738
132461,1324623,1874,-16254,-3810
132462,1324633,1836,-16230,-3822
132463,1324643,1766,-16274,-3768
132464,1324653,1704,-16288,-3810
132465,1324663,1626,-16310,-3728
132466,1324673,1738,-16234,-3748
132467,1324683,1808,-16262,-3770
132468,1324693,1730,-16272,-3754
132469,1324703,1676,-16328,-3794
132470,1324713,1712,-16286,-3792
132471,1324723,1736,-16268,-3778
132472,1324733,1792,-16262,-3806
132473,1324743,1728,-16312,-3748
132474,1324753,1736,-16226,-3734
132475,1324763,1620,-16356,-3780
132476,1324773,1800,-16298,-3784
132477,1324783,1638,-16308,-3718
132478,1324793,1746,-16304,-3752
132479,1324803,1756,-16266,-3788
132480,1324813,1834,-16250,-3696
132481,1324823,1678,-16312,-3760
132482,1324833,1698,-16280,-3758
132483,1324843,1722,-16294,-3774
132484,1324853,1720,-16330,-3792
132485,1324863,1780,-16288,-3744
132486,1324873,1848,-16276,-3766
